id,dialog_name,tab_name,group_box,control_name,control_type,breadcrumb_path,launch_command,automation_id,registry_key,synonyms,description,source,windows_versions_confirmed,last_verified
bluetooth-devices.touchpad.scroll-zoom.scrolling-direction,Bluetooth & devices,Touchpad,Scroll & zoom,Scrolling direction,ComboBox,Bluetooth & devices > Touchpad > Scroll & zoom > Scrolling direction,ms-settings:devices-touchpad,,,scroll direction|natural scroll|reverse scroll|scroll orientation,Sets the scrolling direction for touchpad gestures.,Vision,,2026-06-22
bluetooth-devices.touchpad.scroll-zoom.pinch-to-zoom,Bluetooth & devices,Touchpad,Scroll & zoom,Pinch to zoom,CheckBox,Bluetooth & devices > Touchpad > Scroll & zoom > Pinch to zoom,ms-settings:devices-touchpad,,,zoom gesture|pinch zoom|two finger zoom|touchpad zoom,Enables zooming by pinching with two fingers on the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.scroll-zoom.zoom-speed,Bluetooth & devices,Touchpad,Scroll & zoom,Zoom speed,Slider,Bluetooth & devices > Touchpad > Scroll & zoom > Zoom speed,ms-settings:devices-touchpad,,,zoom sensitivity|zoom rate|pinch speed,Adjusts the speed of zooming when using pinch gestures.,Vision,,2026-06-22
bluetooth-devices.touchpad.touchpad-toggle,Bluetooth & devices,Touchpad,,Touchpad,Toggle,Bluetooth & devices > Touchpad > Touchpad,ms-settings:devices-touchpad,,,enable touchpad|disable touchpad|trackpad on off|touchpad switch,Enables or disables the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.cursor-speed,Bluetooth & devices,Touchpad,Gestures & interaction,Cursor speed,Slider,Bluetooth & devices > Touchpad > Gestures & interaction > Cursor speed,ms-settings:devices-touchpad,,,mouse speed|pointer speed|cursor sensitivity|trackpad speed,Adjusts the speed of the cursor when using the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.taps-section,Bluetooth & devices,Touchpad,Gestures & interaction,Taps,Hyperlink,Bluetooth & devices > Touchpad > Gestures & interaction > Taps,ms-settings:devices-touchpad,,,tap settings|touchpad taps|tap gestures,Expands settings for touchpad tap gestures.,Vision,,2026-06-22
bluetooth-devices.touchpad.touchpad-sensitivity,Bluetooth & devices,Touchpad,Taps,Touchpad sensitivity,ComboBox,Bluetooth & devices > Touchpad > Gestures & interaction > Taps > Touchpad sensitivity,ms-settings:devices-touchpad,,,trackpad sensitivity|touchpad responsiveness|pad sensitivity,Adjusts the sensitivity level of the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.tap-single-finger-click,Bluetooth & devices,Touchpad,Taps,Tap with a single finger to single-click,CheckBox,Bluetooth & devices > Touchpad > Gestures & interaction > Taps > Tap with a single finger to single-click,ms-settings:devices-touchpad,,,single tap click|one finger click|tap to click|touchpad click,Enables single-clicking by tapping with one finger on the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.tap-two-fingers-right-click,Bluetooth & devices,Touchpad,Taps,Tap with two fingers to right-click,CheckBox,Bluetooth & devices > Touchpad > Gestures & interaction > Taps > Tap with two fingers to right-click,ms-settings:devices-touchpad,,,two finger right click|double tap right click|secondary click tap,Enables right-clicking by tapping with two fingers on the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.tap-twice-drag-multi-select,Bluetooth & devices,Touchpad,Taps,Tap twice and drag to multi-select,CheckBox,Bluetooth & devices > Touchpad > Gestures & interaction > Taps > Tap twice and drag to multi-select,ms-settings:devices-touchpad,,,double tap drag select|multi select tap|drag select gesture,Enables multi-selecting by double-tapping and dragging on the touchpad.,Vision,,2026-06-22
bluetooth-devices.touchpad.press-lower-right-corner,Bluetooth & devices,Touchpad,Taps,Press the lower right corner of the touchpad to right-click,CheckBox,Bluetooth & devices > Touchpad > Gestures & interaction > Taps > Press the lower right corner of the touchpad to right-click,ms-settings:devices-touchpad,,,corner right click|press corner click|physical right click zone,Enables right-clicking by pressing the lower right corner of the touchpad.,Vision,,2026-06-22
bluetooth-devices.keyboard.repeat-delay,Bluetooth & devices,Keyboard,Keyboard character repeat,Keyboard character repeat delay,Slider,Bluetooth & devices > Keyboard > Keyboard character repeat > Keyboard character repeat delay,ms-settings:keyboard,,,key repeat delay|typing delay|repeat wait time|key hold delay,Adjusts the delay before a held key starts repeating.,Vision,,2026-06-22
bluetooth-devices.keyboard.repeat-rate,Bluetooth & devices,Keyboard,Keyboard character repeat,Keyboard character repeat rate,Slider,Bluetooth & devices > Keyboard > Keyboard character repeat > Keyboard character repeat rate,ms-settings:keyboard,,,key repeat speed|typing speed|repeat frequency|key hold speed,Adjusts the speed at which a held key repeats.,Vision,,2026-06-22
bluetooth-devices.keyboard.customize-copilot-key,Bluetooth & devices,Keyboard,Shortcuts and hotkeys,Customize Copilot key on keyboard,ComboBox,Bluetooth & devices > Keyboard > Shortcuts and hotkeys > Customize Copilot key on keyboard,ms-settings:keyboard,,,copilot key|ai key|keyboard copilot button|copilot shortcut,Chooses what happens when you press the Copilot key or Windows logo key + C.,Vision,,2026-06-22
bluetooth-devices.keyboard.print-screen-capture,Bluetooth & devices,Keyboard,Shortcuts and hotkeys,Use the Print screen key to open screen capture,Toggle,Bluetooth & devices > Keyboard > Shortcuts and hotkeys > Use the Print screen key to open screen capture,ms-settings:keyboard,,,prtscn screenshot|print screen snipping|screen capture key|prtsc behavior,Opens the screen capture tool when pressing the Print Screen key.,Vision,,2026-06-22
bluetooth-devices.keyboard.keyboard-accessibility,Bluetooth & devices,Keyboard,Related settings,Keyboard accessibility,Hyperlink,Bluetooth & devices > Keyboard > Related settings > Keyboard accessibility,ms-settings:keyboard,,,sticky keys|filter keys|toggle keys|on-screen keyboard|accessibility keyboard,"Opens keyboard accessibility settings including Sticky, Filter, and Toggle keys, and on-screen keyboard.",Vision,,2026-06-22
bluetooth-devices.keyboard.text-input-personalization,Bluetooth & devices,Keyboard,Related settings,Text input personalization,Hyperlink,Bluetooth & devices > Keyboard > Related settings > Text input personalization,ms-settings:keyboard,,,touch keyboard|voice typing|emoji panel|input method editor|ime settings,"Opens settings for touch keyboard, voice typing, emoji, and input method editor.",Vision,,2026-06-22
bluetooth-devices.keyboard.dynamic-lighting,Bluetooth & devices,Keyboard,Related settings,Dynamic Lighting,Hyperlink,Bluetooth & devices > Keyboard > Related settings > Dynamic Lighting,ms-settings:keyboard,,,rgb keyboard|keyboard lighting|led effects|keyboard backlight,"Opens settings for connected devices, lighting effects, and app settings.",Vision,,2026-06-22
bluetooth-devices.mouse.primary-button,Bluetooth & devices,Mouse,,Primary mouse button,ComboBox,Bluetooth & devices > Mouse > Primary mouse button,ms-settings:mousetouchpad,,,main mouse button|left right hand mouse|button configuration|dominant hand,Sets the primary mouse button to left or right for left-handed or right-handed use.,Vision,,2026-06-22
bluetooth-devices.mouse.pointer-speed,Bluetooth & devices,Mouse,,Mouse pointer speed,Slider,Bluetooth & devices > Mouse > Mouse pointer speed,ms-settings:mousetouchpad,,,mouse speed|cursor speed|pointer sensitivity|mouse dpi,Adjusts the speed of the mouse pointer.,Vision,,2026-06-22
bluetooth-devices.mouse.enhance-pointer-precision,Bluetooth & devices,Mouse,,Enhance pointer precision,Toggle,Bluetooth & devices > Mouse > Enhance pointer precision,ms-settings:mousetouchpad,,,mouse acceleration|pointer acceleration|enhance precision|mouse smoothing,Enables pointer precision enhancement for smoother cursor movement.,Vision,,2026-06-22
bluetooth-devices.mouse.roll-wheel-scroll,Bluetooth & devices,Mouse,Scrolling,Roll the mouse wheel to scroll,ComboBox,Bluetooth & devices > Mouse > Scrolling > Roll the mouse wheel to scroll,ms-settings:mousetouchpad,,,wheel scroll behavior|scroll lines|scroll pages|mouse wheel action,Sets how many lines or pages to scroll with each mouse wheel movement.,Vision,,2026-06-22
bluetooth-devices.mouse.lines-to-scroll,Bluetooth & devices,Mouse,Scrolling,Lines to scroll at a time,Slider,Bluetooth & devices > Mouse > Scrolling > Lines to scroll at a time,ms-settings:mousetouchpad,,,scroll amount|lines per wheel|wheel scroll count|scroll increment,Adjusts the number of lines to scroll with each mouse wheel movement.,Vision,,2026-06-22
bluetooth-devices.mouse.scroll-inactive-windows,Bluetooth & devices,Mouse,Scrolling,Scroll inactive windows when hovering over them,Toggle,Bluetooth & devices > Mouse > Scrolling > Scroll inactive windows when hovering over them,ms-settings:mousetouchpad,,,background scroll|hover scroll|inactive window scroll|mouse wheel background,Allows scrolling of inactive windows when hovering over them with the mouse.,Vision,,2026-06-22
bluetooth-devices.mouse.scrolling-direction,Bluetooth & devices,Mouse,Scrolling,Scrolling direction,ComboBox,Bluetooth & devices > Mouse > Scrolling > Scrolling direction,ms-settings:mousetouchpad,,,scroll direction|natural scroll|reverse scroll mouse|wheel direction,Sets the scrolling direction for the mouse wheel.,Vision,,2026-06-22
bluetooth-devices.mouse.mouse-pointer-touch,Bluetooth & devices,Mouse,Related settings,Mouse pointer and touch,Hyperlink,Bluetooth & devices > Mouse > Related settings > Mouse pointer and touch,ms-settings:mousetouchpad,,,pointer size|pointer color|cursor appearance|mouse pointer settings,Opens settings for pointer size and color.,Vision,,2026-06-22
bluetooth-devices.mouse.accessibility-mouse-settings,Bluetooth & devices,Mouse,Related settings,Accessibility mouse settings,Hyperlink,Bluetooth & devices > Mouse > Related settings > Accessibility mouse settings,ms-settings:mousetouchpad,,,mouse accessibility|double click speed|hide while typing|click lock,"Opens accessibility mouse settings including double click speed, hide while typing, and click lock.",Vision,,2026-06-22
bluetooth-devices.mobile-devices.allow-pc-access,Bluetooth & devices,Mobile devices,,Allow this PC to access content and capabilities from your mobile devices,Toggle,Bluetooth & devices > Mobile devices > Allow this PC to access content and capabilities from your mobile devices,ms-settings:mobile-devices,,,phone link|mobile sync|pc phone integration|cross device access,Allows the PC to access content and capabilities from connected mobile devices.,Vision,,2026-06-22
bluetooth-devices.mobile-devices.add-mobile-device,Bluetooth & devices,Mobile devices,,Add a mobile device,Button,Bluetooth & devices > Mobile devices > Add a mobile device,ms-settings:mobile-devices,,,pair phone|connect mobile|add phone|link device,Adds a new mobile device to pair with the PC.,Vision,,2026-06-22
bluetooth-devices.mobile-devices.show-suggestions,Bluetooth & devices,Mobile devices,Related settings,Show me suggestions for using my mobile device with Windows,Toggle,Bluetooth & devices > Mobile devices > Related settings > Show me suggestions for using my mobile device with Windows,ms-settings:mobile-devices,,,mobile device tips|phone suggestions|windows phone tips|device recommendations,Shows suggestions and tips for using mobile devices with Windows.,Vision,,2026-06-22
bluetooth-devices.mobile-devices.resume,Bluetooth & devices,Mobile devices,Related settings,Resume,Hyperlink,Bluetooth & devices > Mobile devices > Related settings > Resume,ms-settings:mobile-devices,,,continue work|cross device resume|pick up where left off|resume activity,Allows continuing work across devices.,Vision,,2026-06-22
bluetooth-devices.mobile-devices.start,Bluetooth & devices,Mobile devices,Related settings,Start,Hyperlink,Bluetooth & devices > Mobile devices > Related settings > Start,ms-settings:mobile-devices,,,recent apps|recent items|recent folders|start menu recent,"Opens settings for recent apps, items, and folders shown in Start.",Vision,,2026-06-22
bluetooth-devices.mobile-devices.privacy-resources,Bluetooth & devices,Mobile devices,Related settings,Privacy resources,Hyperlink,Bluetooth & devices > Mobile devices > Related settings > Privacy resources,ms-settings:mobile-devices,,,mobile privacy|phone privacy|data privacy mobile|privacy info,Provides information about privacy settings and your privacy for mobile devices.,Vision,,2026-06-22
